HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
0.28055,,,,-4.80833,,-4.905,,-4.9,,,,,-0.26133,,-4.38767,0.0922,,,,,,,-4.92267,,-4.90333,2023-01-02T19:30:00.0,,,,,,,,,,,,,,-0.26133,0.28055,0.0922,-4.80833,-4.92267,-4.905,-4.90333,-4.9
1.19544,,,,-4.83533,,-4.91967,,-4.85533,,,,,-0.11078,,-4.29133,0.40733,,,,,,,-4.942,,-4.89767,2023-01-02T20:00:00.0,,,,,,,,,,,,,,-0.11078,1.19544,0.40733,-4.83533,-4.942,-4.91967,-4.89767,-4.85533
4.08154,,,,-4.67833,,-4.75533,,-4.71433,,,,,-0.35232,,-4.22433,1.55234,,,,,,,-4.77767,,-4.72567,2023-01-02T20:30:00.0,,,,,,,,,,,,,,-0.35232,4.08154,1.55234,-4.67833,-4.77767,-4.75533,-4.72567,-4.71433
2.32865,,,,-4.504,,-4.57267,,-4.58,,,,,-0.08592,,-4.31133,1.32302,,,,,,,-4.60767,,-4.52933,2023-01-02T21:00:00.0,,,,,,,,,,,,,,-0.08592,2.32865,1.32302,-4.504,-4.60767,-4.57267,-4.52933,-4.58
2.7576,,,,-4.46567,,-4.50367,,-4.43567,,,,,-0.06162,,-4.16467,1.61609,,,,,,,-4.55467,,-4.443,2023-01-02T21:30:00.0,,,,,,,,,,,,,,-0.06162,2.7576,1.61609,-4.46567,-4.55467,-4.50367,-4.443,-4.43567
2.67548,,,,-4.30967,,-4.36833,,-4.375,,,,,-0.5673,,-4.07867,1.86439,,,,,,,-4.402,0.31772,-4.34667,2023-01-02T22:00:00.0,,,,,,0.31772,,,,,,,,-0.5673,2.67548,1.86439,-4.30967,-4.402,-4.36833,-4.34667,-4.375
4.21732,,,,-4.01733,,-4.075,,-4.133,,,,,0.06784,,-3.95367,2.83843,,,,,,,-4.117,0.47073,-4.05933,2023-01-02T22:30:00.0,,,,,,0.47073,,,,,,,,0.06784,4.21732,2.83843,-4.01733,-4.117,-4.075,-4.05933,-4.133
5.94051,,,,-3.792,,-3.86933,,-3.973,,,,,-0.957,,-3.784,3.50718,,,,,,,-3.89667,0.53966,-3.87533,2023-01-02T23:00:00.0,,,,,,0.53966,,,,,,,,-0.957,5.94051,3.50718,-3.792,-3.89667,-3.86933,-3.87533,-3.973
7.08747,,,,-3.44333,,-3.531,,-3.668,,,,,-0.35378,,-3.509,4.38485,,,,,,,-3.55433,0.57502,-3.539,2023-01-02T23:30:00.0,,,,,,0.57502,,,,,,,,-0.35378,7.08747,4.38485,-3.44333,-3.55433,-3.531,-3.539,-3.668
4.19614,,,,-3.13033,,-3.21967,,-3.364,,,,,-0.2243,,-3.19867,2.84774,,,,,,,-3.24633,0.57218,-3.23967,2023-01-03T00:00:00.0,,,,,,0.57218,,,,,,,,-0.2243,4.19614,2.84774,-3.13033,-3.24633,-3.21967,-3.23967,-3.364
4.19354,,,,-2.92133,,-3.01067,,-3.176,,,,,-0.45363,,-3.04467,2.6676,,,,,,,-3.03467,0.62183,-3.031,2023-01-03T00:30:00.0,,,,,,0.62183,,,,,,,,-0.45363,4.19354,2.6676,-2.92133,-3.03467,-3.01067,-3.031,-3.176
4.38628,,,,-2.707,1179.69604,-2.801,,-2.979,,,,,-0.31151,,-2.853,2.61564,,,,,,,-2.81833,0.64364,-2.82833,2023-01-03T01:00:00.0,,,,,,0.64364,1179.69604,,,,,,,-0.31151,4.38628,2.61564,-2.707,-2.81833,-2.801,-2.82833,-2.979
1.40144,,,,-2.56133,1047.71204,-2.66167,,-2.874,,,,,-0.01508,,-2.784,1.17481,,,,,,,-2.671,0.55219,-2.70567,2023-01-03T01:30:00.0,,,,,,0.55219,1047.71204,,,,,,,-0.01508,1.40144,1.17481,-2.56133,-2.671,-2.66167,-2.70567,-2.874
0.44302,,,,-2.51033,1423.58301,-2.618,,-2.861,,,,,0.04857,,-2.78367,0.17339,,,,,,,-2.62167,0.63742,-2.68467,2023-01-03T02:00:00.0,,,,,,0.63742,1423.58301,,,,,,,0.04857,0.44302,0.17339,-2.51033,-2.62167,-2.618,-2.68467,-2.861
0.2709,,,,-2.482,3349.29004,-2.59533,,-2.84667,,,,,-0.02758,,-2.76867,0.57535,,,,,,,-2.59867,0.66527,-2.65933,2023-01-03T02:30:00.0,,,,,,0.66527,3349.29004,,,,,,,-0.02758,0.2709,0.57535,-2.482,-2.59867,-2.59533,-2.65933,-2.84667
0.79513,,,,-2.46533,,-2.575,,-2.82,,,,,0.02419,,-2.736,0.51639,,,,,,,-2.57667,0.62648,-2.63367,2023-01-03T03:00:00.0,,,,,,0.62648,,,,,,,,0.02419,0.79513,0.51639,-2.46533,-2.57667,-2.575,-2.63367,-2.82
-0.47037,,,,-2.459,1152.04602,-2.582,,-2.83167,,,,,0.07424,,-2.759,-0.47924,,,,,,,-2.57467,0.62335,-2.64533,2023-01-03T03:30:00.0,,,,,,0.62335,1152.04602,,,,,,,0.07424,-0.47037,-0.47924,-2.459,-2.57467,-2.582,-2.64533,-2.83167
-1.16655,,,,-2.49567,997.19678,-2.659,,-2.93267,,,,,0.27541,,-2.875,-1.09719,,,,,,,-2.637,0.56564,-2.73433,2023-01-03T04:00:00.0,,,,,,0.56564,997.19678,,,,,,,0.27541,-1.16655,-1.09719,-2.49567,-2.637,-2.659,-2.73433,-2.93267
-1.14137,,,,-2.53967,523.62341,-2.73633,,-3.00767,,,,,0.09263,,-2.94667,-0.96864,,,,,,,-2.711,0.48285,-2.81133,2023-01-03T04:30:00.0,,,,,,0.48285,523.62341,,,,,,,0.09263,-1.14137,-0.96864,-2.53967,-2.711,-2.73633,-2.81133,-3.00767
-1.91457,,,,-2.621,279.1554,-2.82467,,-3.079,,,,,0.19184,,-3.002,-1.13107,,,,,,,-2.79,0.31585,-2.88467,2023-01-03T05:00:00.0,,,,,,0.31585,279.1554,,,,,,,0.19184,-1.91457,-1.13107,-2.621,-2.79,-2.82467,-2.88467,-3.079
-0.64206,,,,-2.68133,217.8367,-2.89867,,-3.16633,,,,,0.16663,,-3.07667,-0.87967,,,,,,,-2.83,0.34336,-2.975,2023-01-03T05:30:00.0,,,,,,0.34336,217.8367,,,,,,,0.16663,-0.64206,-0.87967,-2.68133,-2.83,-2.89867,-2.975,-3.16633
-1.87101,,,,-2.74333,192.74091,-2.97933,,-3.253,,,,,0.20781,,-3.15567,-1.30456,,,,,,,-2.86767,0.32573,-3.06033,2023-01-03T06:00:00.0,,,,,,0.32573,192.74091,,,,,,,0.20781,-1.87101,-1.30456,-2.74333,-2.86767,-2.97933,-3.06033,-3.253
-4.89361,,,,-2.91733,551.51367,-3.14467,,-3.47033,,,,,0.42647,,-3.43667,-2.39503,,,,,,,-3.04633,0.32977,-3.24633,2023-01-03T06:30:00.0,,,,,,0.32977,551.51367,,,,,,,0.42647,-4.89361,-2.39503,-2.91733,-3.04633,-3.14467,-3.24633,-3.47033
-4.21236,,,,-3.18333,1730.75305,-3.416,,-3.75033,,,,,-0.00973,,-3.72133,-2.95012,,,,,,,-3.30767,0.43285,-3.52767,2023-01-03T07:00:00.0,,,,,,0.43285,1730.75305,,,,,,,-0.00973,-4.21236,-2.95012,-3.18333,-3.30767,-3.416,-3.52767,-3.75033
-2.38246,,,,-3.346,701.59442,-3.58033,,-3.90433,,,,,-0.05898,,-3.86667,-1.84775,,,,,,,-3.46767,0.34566,-3.68067,2023-01-03T07:30:00.0,,,,,,0.34566,701.59442,,,,,,,-0.05898,-2.38246,-1.84775,-3.346,-3.46767,-3.58033,-3.68067,-3.90433
-2.499,,,,-3.47067,711.77002,-3.69267,,-4.03567,,,,,0.18188,,-3.99933,-1.4901,,,,,,,-3.58833,0.34845,-3.81233,2023-01-03T08:00:00.0,,,,,,0.34845,711.77002,,,,,,,0.18188,-2.499,-1.4901,-3.47067,-3.58833,-3.69267,-3.81233,-4.03567
-2.53896,,,,-3.61333,941.27338,-3.84433,,-4.174,,,,,0.21551,,-4.12967,-1.57938,,,,,,,-3.74267,0.41048,-3.94667,2023-01-03T08:30:00.0,,,,,,0.41048,941.27338,,,,,,,0.21551,-2.53896,-1.57938,-3.61333,-3.74267,-3.84433,-3.94667,-4.174
-0.30991,,,,-3.659,479.07932,-3.87467,,-4.20333,,,,,0.29273,,-4.15033,-0.37391,,,,,,,-3.789,0.33569,-3.99067,2023-01-03T09:00:00.0,,,,,,0.33569,479.07932,,,,,,,0.29273,-0.30991,-0.37391,-3.659,-3.789,-3.87467,-3.99067,-4.20333
-0.19562,,,,-3.69967,666.58929,-3.91433,,-4.254,,,,,0.63656,,-4.19067,-0.17757,,,,,,,-3.82867,0.40691,-4.03167,2023-01-03T09:30:00.0,,,,,,0.40691,666.58929,,,,,,,0.63656,-0.19562,-0.17757,-3.69967,-3.82867,-3.91433,-4.03167,-4.254
0.24322,,,,-3.68267,430.41409,-3.89,,-4.242,,,,,0.31747,,-4.161,0.28453,,,,,,,-3.80567,0.29963,-4.017,2023-01-03T10:00:00.0,,,,,,0.29963,430.41409,,,,,,,0.31747,0.24322,0.28453,-3.68267,-3.80567,-3.89,-4.017,-4.242
-0.17058,,,,-3.675,592.39258,-3.878,,-4.24333,,,,,-0.11036,,-4.20167,-0.52389,,,,,,,-3.79033,0.31543,-4.022,2023-01-03T10:30:00.0,,,,,,0.31543,592.39258,,,,,,,-0.11036,-0.17058,-0.52389,-3.675,-3.79033,-3.878,-4.022,-4.24333
1.41122,,,,-3.66367,674.6239,-3.85267,,-4.22867,,,,,-0.12844,,-4.178,0.74624,,,,,,,-3.78167,0.30738,-4.009,2023-01-03T11:00:00.0,,,,,,0.30738,674.6239,,,,,,,-0.12844,1.41122,0.74624,-3.66367,-3.78167,-3.85267,-4.009,-4.22867
0.85047,,,,-3.607,5260.73291,-3.79233,,-4.17533,,,,,-0.16479,,-4.12667,0.70487,,,,,,,-3.73033,0.4205,-3.94267,2023-01-03T11:30:00.0,,,,,,0.4205,5260.73291,,,,,,,-0.16479,0.85047,0.70487,-3.607,-3.73033,-3.79233,-3.94267,-4.17533
0.89645,,,,-3.53867,2502.65308,-3.72533,,-4.11067,,,,,0.0797,,-4.071,-0.23762,,,,,,,-3.667,0.42329,-3.89133,2023-01-03T12:00:00.0,,,,,,0.42329,2502.65308,,,,,,,0.0797,0.89645,-0.23762,-3.53867,-3.667,-3.72533,-3.89133,-4.11067
0.6288,,,,-3.50933,18160.4707,-3.68333,,-4.06667,,,,,-0.61394,,-4.02633,0.8869,,,,,,,-3.63133,0.44671,-3.83967,2023-01-03T12:30:00.0,,,,,,0.44671,18160.4707,,,,,,,-0.61394,0.6288,0.8869,-3.50933,-3.63133,-3.68333,-3.83967,-4.06667
0.88113,,,,-3.461,620.65527,-3.63633,,-4.06767,,,,,-0.18441,,-4.006,-1.10616,,,,,,,-3.58167,0.34254,-3.841,2023-01-03T13:00:00.0,,,,,,0.34254,620.65527,,,,,,,-0.18441,0.88113,-1.10616,-3.461,-3.58167,-3.63633,-3.841,-4.06767
-1.5712,,,,-3.508,157.61571,-3.67133,,-4.103,,,,,0.1385,,-4.00133,-0.93323,,,,,,,-3.615,0.22043,-3.88067,2023-01-03T13:30:00.0,,,,,,0.22043,157.61571,,,,,,,0.1385,-1.5712,-0.93323,-3.508,-3.615,-3.67133,-3.88067,-4.103
-1.05389,,,,-3.58067,354.2215,-3.74633,,-4.213,,,,,0.27327,,-4.051,-1.99387,,,,,,,-3.69133,0.29542,-4.00967,2023-01-03T14:00:00.0,,,,,,0.29542,354.2215,,,,,,,0.27327,-1.05389,-1.99387,-3.58067,-3.69133,-3.74633,-4.00967,-4.213
-1.55994,,,,-3.63133,172.6577,-3.81233,,-4.22633,,,,,0.08614,,-3.988,-0.8523,,,,,,,-3.76467,0.26907,-4.05833,2023-01-03T14:30:00.0,,,,,,0.26907,172.6577,,,,,,,0.08614,-1.55994,-0.8523,-3.63133,-3.76467,-3.81233,-4.05833,-4.22633
-1.40592,,,,-3.755,,-3.87867,,-4.11767,,,,,0.16719,,-3.69667,-2.07821,,,,,,,-3.87333,0.26204,-4.11133,2023-01-03T15:00:00.0,,,,,,0.26204,,,,,,,,0.16719,-1.40592,-2.07821,-3.755,-3.87333,-3.87867,-4.11133,-4.11767
-2.40874,,,,-3.85567,34.21593,-3.86567,,-3.992,,,,,0.57292,,-3.739,0.36674,,,,,,,-3.97033,0.15892,-4.12667,2023-01-03T15:30:00.0,,,,,,0.15892,34.21593,,,,,,,0.57292,-2.40874,0.36674,-3.85567,-3.97033,-3.86567,-4.12667,-3.992
-1.02089,,,,-3.968,24.91598,-3.98433,,-3.951,,,,,0.36197,,-3.72633,0.27313,,,,,,,-4.08533,0.08208,-4.13333,2023-01-03T16:00:00.0,,,,,,0.08208,24.91598,,,,,,,0.36197,-1.02089,0.27313,-3.968,-4.08533,-3.98433,-4.13333,-3.951
1.82604,,,,-3.96167,12.98495,-3.942,,-4.131,,,,,0.05556,,-3.76533,0.38688,,,,,,,-4.07967,0.08173,-4.09133,2023-01-03T16:30:00.0,,,,,,0.08173,12.98495,,,,,,,0.05556,1.82604,0.38688,-3.96167,-4.07967,-3.942,-4.09133,-4.131
0.09027,,,,-3.907,101.5042,-4.01467,,-4.10533,,,,,-0.11724,,-3.736,-0.45692,,,,,,,-4.019,0.16264,-4.07633,2023-01-03T17:00:00.0,,,,,,0.16264,101.5042,,,,,,,-0.11724,0.09027,-0.45692,-3.907,-4.019,-4.01467,-4.07633,-4.10533
-0.90316,,,,-3.856,120.04,-4.025,,-4.282,,,,,-0.42434,,-4.17033,0.13392,,,,,,,-3.993,0.2138,-4.08567,2023-01-03T17:30:00.0,,,,,,0.2138,120.04,,,,,,,-0.42434,-0.90316,0.13392,-3.856,-3.993,-4.025,-4.08567,-4.282
0.22924,,,,-3.88,486.74759,-4.03733,,-4.32367,,,,,-0.41804,,-4.246,0.18807,,,,,,,-4.004,0.35495,-4.10367,2023-01-03T18:00:00.0,,,,,,0.35495,486.74759,,,,,,,-0.41804,0.22924,0.18807,-3.88,-4.004,-4.03733,-4.10367,-4.32367
-0.00558,,,,-3.853,484.4101,-4.036,,-4.356,,,,,0.24476,,-4.29967,1.10689,,,,,,,-3.97567,0.2772,-4.128,2023-01-03T18:30:00.0,,,,,,0.2772,484.4101,,,,,,,0.24476,-0.00558,1.10689,-3.853,-3.97567,-4.036,-4.128,-4.356
0.86512,,,,-3.75367,1067.08704,-4.02133,,-4.38033,,,,,0.18726,,-4.32067,0.78173,,,,,,,-3.957,0.25001,-4.135,2023-01-03T19:00:00.0,,,,,,0.25001,1067.08704,,,,,,,0.18726,0.86512,0.78173,-3.75367,-3.957,-4.02133,-4.135,-4.38033
0.4905,,,,-3.813,735.755,-3.999,,-4.33,,,,,-0.30954,,-4.25833,0.20641,,,,,,,-3.93233,0.27933,-4.105,2023-01-03T19:30:00.0,,,,,,0.27933,735.755,,,,,,,-0.30954,0.4905,0.20641,-3.813,-3.93233,-3.999,-4.105,-4.33
-1.40428,,,,-3.78833,2075.5481,-4.02033,,-4.35867,,,,,-0.23624,,-4.293,-0.5665,,,,,,,-3.94767,0.21287,-4.12867,2023-01-03T20:00:00.0,,,,,,0.21287,2075.5481,,,,,,,-0.23624,-1.40428,-0.5665,-3.78833,-3.94767,-4.02033,-4.12867,-4.35867
-4.78366,,,,-3.94567,168.9512,-4.15433,,-4.42133,,,,,-0.0416,,-4.32267,-2.11311,,,,,,,-4.11133,0.20189,-4.236,2023-01-03T20:30:00.0,,,,,,0.20189,168.9512,,,,,,,-0.0416,-4.78366,-2.11311,-3.94567,-4.11133,-4.15433,-4.236,-4.42133
0.1945,,,,-4.162,266.79449,-4.28,,-4.48833,,,,,-0.47447,,-4.35533,-0.05651,,,,,,,-4.26667,0.27281,-4.31433,2023-01-03T21:00:00.0,,,,,,0.27281,266.79449,,,,,,,-0.47447,0.1945,-0.05651,-4.162,-4.26667,-4.28,-4.31433,-4.48833
0.85172,,,,-4.08033,314.2142,-4.24067,,-4.53033,,,,,-0.13583,,-4.41967,0.59993,,,,,,,-4.20333,0.1751,-4.333,2023-01-03T21:30:00.0,,,,,,0.1751,314.2142,,,,,,,-0.13583,0.85172,0.59993,-4.08033,-4.20333,-4.24067,-4.333,-4.53033
0.96556,,,,-3.93633,-735.01398,-4.23367,,-4.55633,,,,,-0.27279,,-4.47033,0.74151,,,,,,,-4.14267,0.19758,-4.32767,2023-01-03T22:00:00.0,,,,,,0.19758,-735.01398,,,,,,,-0.27279,0.96556,0.74151,-3.93633,-4.14267,-4.23367,-4.32767,-4.55633
0.98694,,,,-3.90433,-1788.31604,-4.153,,-4.50467,,,,,-0.42602,,-4.42,0.09896,,,,,,,-4.07567,0.17914,-4.27167,2023-01-03T22:30:00.0,,,,,,0.17914,-1788.31604,,,,,,,-0.42602,0.98694,0.09896,-3.90433,-4.07567,-4.153,-4.27167,-4.50467
0.74796,,,,-3.918,-3592.91309,-4.14533,,-4.451,,,,,0.01024,,-4.32633,0.96781,,,,,,,-4.07133,0.23461,-4.22967,2023-01-03T23:00:00.0,,,,,,0.23461,-3592.91309,,,,,,,0.01024,0.74796,0.96781,-3.918,-4.07133,-4.14533,-4.22967,-4.451
1.83249,,,,-3.83333,1217.84705,-4.06533,,-4.347,,,,,0.71591,,-4.23933,1.12234,,,,,,,-3.99933,0.21274,-4.12533,2023-01-03T23:30:00.0,,,,,,0.21274,1217.84705,,,,,,,0.71591,1.83249,1.12234,-3.83333,-3.99933,-4.06533,-4.12533,-4.347
1.06995,,,,-3.75367,-2925.26294,-3.984,,-4.27367,,,,,-0.01397,,-4.18567,0.36975,,,,,,,-3.91267,0.31597,-4.04733,2023-01-04T00:00:00.0,,,,,,0.31597,-2925.26294,,,,,,,-0.01397,1.06995,0.36975,-3.75367,-3.91267,-3.984,-4.04733,-4.27367
1.23636,,,,-3.70933,-186713.09375,-3.91033,,-4.20533,,,,,-0.2871,,-4.12133,0.95295,,,,,,,-3.856,0.32935,-3.98267,2023-01-04T00:30:00.0,,,,,,0.32935,-186713.09375,,,,,,,-0.2871,1.23636,0.95295,-3.70933,-3.856,-3.91033,-3.98267,-4.20533
0.57487,,,,-3.662,-1389.99695,-3.85433,,-4.12067,,,,,-0.29842,,-4.04767,1.44866,,,,,,,-3.8,0.3887,-3.895,2023-01-04T01:00:00.0,,,,,,0.3887,-1389.99695,,,,,,,-0.29842,0.57487,1.44866,-3.662,-3.8,-3.85433,-3.895,-4.12067
0.62062,,,,-3.63567,-3658.4021,-3.805,,-4.109,,,,,-0.29791,,-4.044,-0.77626,,,,,,,-3.76,0.49673,-3.87667,2023-01-04T01:30:00.0,,,,,,0.49673,-3658.4021,,,,,,,-0.29791,0.62062,-0.77626,-3.63567,-3.76,-3.805,-3.87667,-4.109
-4.08968,,,,-3.65233,-948.42188,-3.861,,-4.19967,,,,,-0.44302,,-4.148,-2.56469,,,,,,,-3.804,0.59197,-3.96233,2023-01-04T02:00:00.0,,,,,,0.59197,-948.42188,,,,,,,-0.44302,-4.08968,-2.56469,-3.65233,-3.804,-3.861,-3.96233,-4.19967
-5.70928,,,,-3.89833,-1757.36499,-4.09933,,-4.44233,,,,,-0.28532,,-4.39,-3.27117,,,,,,,-4.04467,0.65122,-4.20133,2023-01-04T02:30:00.0,,,,,,0.65122,-1757.36499,,,,,,,-0.28532,-5.70928,-3.27117,-3.89833,-4.04467,-4.09933,-4.20133,-4.44233
-3.74351,,,,-4.27033,-2751.98608,-4.48067,,-4.82833,,,,,0.22817,,-4.78133,-2.36865,,,,,,,-4.41533,0.62189,-4.60333,2023-01-04T03:00:00.0,,,,,,0.62189,-2751.98608,,,,,,,0.22817,-3.74351,-2.36865,-4.27033,-4.41533,-4.48067,-4.60333,-4.82833
-2.6739,,,,-4.32333,-2293.74097,-4.53567,,-4.87033,,,,,0.44685,,-4.819,-1.12348,,,,,,,-4.468,0.57031,-4.63833,2023-01-04T03:30:00.0,,,,,,0.57031,-2293.74097,,,,,,,0.44685,-2.6739,-1.12348,-4.32333,-4.468,-4.53567,-4.63833,-4.87033
-0.10302,,,,-4.44267,-7371.85596,-4.65833,,-5.002,,,,,0.19278,,-4.96167,-1.41438,,,,,,,-4.58133,0.51254,-4.78467,2023-01-04T04:00:00.0,,,,,,0.51254,-7371.85596,,,,,,,0.19278,-0.10302,-1.41438,-4.44267,-4.58133,-4.65833,-4.78467,-5.002
-0.94943,,,,-4.46867,10594.95996,-4.66467,,-5.014,,,,,-0.16068,,-4.96633,-0.4157,,,,,,,-4.60533,0.41642,-4.794,2023-01-04T04:30:00.0,,,,,,0.41642,10594.95996,,,,,,,-0.16068,-0.94943,-0.4157,-4.46867,-4.60533,-4.66467,-4.794,-5.014
-0.83222,,,,-4.49167,1742.22803,-4.71467,,-5.083,,,,,-0.52349,,-5.036,-1.38413,,,,,,,-4.64833,0.40495,-4.857,2023-01-04T05:00:00.0,,,,,,0.40495,1742.22803,,,,,,,-0.52349,-0.83222,-1.38413,-4.49167,-4.64833,-4.71467,-4.857,-5.083
-0.79416,,,,-4.55167,2842.40601,-4.76533,,-5.13433,,,,,-0.11743,,-5.088,0.01369,,,,,,,-4.701,0.49561,-4.90233,2023-01-04T05:30:00.0,,,,,,0.49561,2842.40601,,,,,,,-0.11743,-0.79416,0.01369,-4.55167,-4.701,-4.76533,-4.90233,-5.13433
-1.04917,,,,-4.60933,-1902.91199,-4.82067,,-5.15133,,,,,0.06976,,-5.09567,1.34574,,,,,,,-4.758,0.49156,-4.906,2023-01-04T06:00:00.0,,,,,,0.49156,-1902.91199,,,,,,,0.06976,-1.04917,1.34574,-4.60933,-4.758,-4.82067,-4.906,-5.15133
-3.23252,,,,-4.723,-1017.24799,-4.94448,,-5.23833,,,,,0.30456,,-5.18567,-0.73694,,,,,,,-4.86333,0.49501,-5.001,2023-01-04T06:30:00.0,,,,,,0.49501,-1017.24799,,,,,,,0.30456,-3.23252,-0.73694,-4.723,-4.86333,-4.94448,-5.001,-5.23833
-2.10277,,,,-4.85267,-861.36731,-5.05233,,-5.33433,,,,,0.32652,,-5.284,-1.13789,,,,,,,-4.98333,0.48919,-5.10033,2023-01-04T07:00:00.0,,,,,,0.48919,-861.36731,,,,,,,0.32652,-2.10277,-1.13789,-4.85267,-4.98333,-5.05233,-5.10033,-5.33433
-0.79383,,,,-4.92067,-1072.23303,-5.11933,,-5.41467,,,,,0.28708,,-5.36067,-0.65894,,,,,,,-5.059,0.40187,-5.17633,2023-01-04T07:30:00.0,,,,,,0.40187,-1072.23303,,,,,,,0.28708,-0.79383,-0.65894,-4.92067,-5.059,-5.11933,-5.17633,-5.41467
-2.2147,,,,-4.94633,1176.54797,-5.13267,,-5.472,,,,,0.96668,,-5.429,-3.11327,,,,,,,-5.08,0.4508,-5.24067,2023-01-04T08:00:00.0,,,,,,0.4508,1176.54797,,,,,,,0.96668,-2.2147,-3.11327,-4.94633,-5.08,-5.13267,-5.24067,-5.472
-9.68005,,,,-5.31767,1244.87305,-5.551,,-5.99667,,,,,0.99446,,-5.97233,-7.43425,,,,,,,-5.47533,0.54319,-5.765,2023-01-04T08:30:00.0,,,,,,0.54319,1244.87305,,,,,,,0.99446,-9.68005,-7.43425,-5.31767,-5.47533,-5.551,-5.765,-5.99667
-5.44784,,,,-5.71733,734.75562,-5.91567,,-6.335,,,,,0.57589,,-6.29867,-2.32883,,,,,,,-5.86667,0.48283,-6.12233,2023-01-04T09:00:00.0,,,,,,0.48283,734.75562,,,,,,,0.57589,-5.44784,-2.32883,-5.71733,-5.86667,-5.91567,-6.12233,-6.335
-1.85628,,,,-5.87567,1558.64502,-6.075,,-6.499,,,,,-0.14242,,-6.45467,-0.54144,,,,,,,-6.01433,0.45715,-6.27,2023-01-04T09:30:00.0,,,,,,0.45715,1558.64502,,,,,,,-0.14242,-1.85628,-0.54144,-5.87567,-6.01433,-6.075,-6.27,-6.499
-5.84653,,,,-6.05733,-5848.61377,-6.25833,,-6.68933,,,,,0.11742,,-6.65667,-2.09697,,,,,,,-6.19267,0.58545,-6.45,2023-01-04T10:00:00.0,,,,,,0.58545,-5848.61377,,,,,,,0.11742,-5.84653,-2.09697,-6.05733,-6.19267,-6.25833,-6.45,-6.68933
-8.0618,,,,-6.48167,-1746.85303,-6.69033,,-7.134,,,,,0.03869,,-7.103,-3.9779,,,,,,,-6.631,0.74182,-6.88767,2023-01-04T10:30:00.0,,,,,,0.74182,-1746.85303,,,,,,,0.03869,-8.0618,-3.9779,-6.48167,-6.631,-6.69033,-6.88767,-7.134
0.60968,,,,-6.61567,21805.88086,-6.836,,-7.25867,,,,,0.11675,,-7.214,0.11999,,,,,,,-6.76333,0.61788,-7.02433,2023-01-04T11:00:00.0,,,,,,0.61788,21805.88086,,,,,,,0.11675,0.60968,0.11999,-6.61567,-6.76333,-6.836,-7.02433,-7.25867
-0.11431,,,,-6.60967,-3105.25098,-6.83333,,-7.27767,,,,,0.18657,,-7.23767,-0.41791,,,,,,,-6.75967,0.54993,-7.037,2023-01-04T11:30:00.0,,,,,,0.54993,-3105.25098,,,,,,,0.18657,-0.11431,-0.41791,-6.60967,-6.75967,-6.83333,-7.037,-7.27767
-4.58523,,,,-6.72967,-2317.23193,-6.955,,-7.44167,,,,,-0.22499,,-7.409,-2.68179,,,,,,,-6.87933,0.70214,-7.189,2023-01-04T12:00:00.0,,,,,,0.70214,-2317.23193,,,,,,,-0.22499,-4.58523,-2.68179,-6.72967,-6.87933,-6.955,-7.189,-7.44167
-5.21632,,,,-6.98733,3262.46997,-7.18533,,-7.63167,,,,,-0.13967,,-7.59633,-2.2726,,,,,,,-7.12367,0.56755,-7.39467,2023-01-04T12:30:00.0,,,,,,0.56755,3262.46997,,,,,,,-0.13967,-5.21632,-2.2726,-6.98733,-7.12367,-7.18533,-7.39467,-7.63167
-12.75699,,,,-7.471,257.3985,-7.655,,-8.00833,,,,,-0.27482,,-7.965,-4.3693,,,,,,,-7.60333,0.32417,-7.79767,2023-01-04T13:00:00.0,,,,,,0.32417,257.3985,,,,,,,-0.27482,-12.75699,-4.3693,-7.471,-7.60333,-7.655,-7.79767,-8.00833
-3.5272,,,,-7.921,448.2789,-7.99,,-8.28333,,,,,0.29578,,-8.184,-1.32803,,,,,,,-8.03533,0.37807,-8.09367,2023-01-04T13:30:00.0,,,,,,0.37807,448.2789,,,,,,,0.29578,-3.5272,-1.32803,-7.921,-8.03533,-7.99,-8.09367,-8.28333
